cnae,id,descricao,divisao,status,anexos,fatorR,motivo,origem
4543-9/00,4543900,Manutenção e reparação de motocicletas e motonetas,45,OPTANTE,I,NAO,Comércio — Anexo I,regra
4611-7/00,4611700,Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos,46,AMBIGUO,V,SIM,Curadoria tabela 2026,curadoria
4612-5/00,4612500,"Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos",46,AMBIGUO,V,SIM,Curadoria tabela 2026,curadoria
4613-3/00,4613300,"Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens",46,AMBIGUO,V,SIM,Curadoria tabela 2026,curadoria
4614-1/00,4614100,"Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves",46,AMBIGUO,V,SIM,Curadoria tabela 2026,curadoria
4615-0/00,4615000,"Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico",46,AMBIGUO,V,SIM,Curadoria tabela 2026,curadoria
4616-8/00,4616800,"Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem",46,AMBIGUO,V,SIM,Curadoria tabela 2026,curadoria
4617-6/00,4617600,"Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo",46,AMBIGUO,V,SIM,Curadoria tabela 2026,curadoria
4618-4/01,4618401,"Representantes comerciais e agentes do comércio de medicamentos, cosméticos e produtos de perfumaria",46,AMBIGUO,V,SIM,Curadoria tabela 2026,curadoria
4618-4/02,4618402,Representantes comerciais e agentes do comércio de instrumentos e materiais odonto-médico-hospitalares,46,AMBIGUO,V,SIM,Curadoria tabela 2026,curadoria
4618-4/03,4618403,"Representantes comerciais e agentes do comércio de jornais, revistas e outras publicações",46,AMBIGUO,V,SIM,"Representação/intermediação — Anexo V, pode ir ao III com Fator R",regra
4618-4/99,4618499,Outros representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente,46,AMBIGUO,V,SIM,"Representação/intermediação — Anexo V, pode ir ao III com Fator R",regra
4619-2/00,4619200,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado,46,AMBIGUO,V,SIM,Curadoria tabela 2026,curadoria
4621-4/00,4621400,Comércio atacadista de café em grão,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4622-2/00,4622200,Comércio atacadista de soja,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4623-1/01,4623101,Comércio atacadista de animais vivos,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4623-1/02,4623102,"Comércio atacadista de couros, lãs, peles e outros subprodutos não comestíveis de origem animal",46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4623-1/03,4623103,Comércio atacadista de algodão,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4623-1/04,4623104,Comércio atacadista de fumo em folha não beneficiado,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4623-1/05,4623105,Comércio atacadista de cacau,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4623-1/06,4623106,"Comércio atacadista de sementes, flores, plantas e gramas",46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4623-1/07,4623107,Comércio atacadista de sisal,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4623-1/08,4623108,Comércio atacadista de matérias-primas agrícolas com atividade de fracionamento e acondicionamento associada,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4623-1/09,4623109,Comércio atacadista de alimentos para animais,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4623-1/99,4623199,Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4631-1/00,4631100,Comércio atacadista de leite e laticínios,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4632-0/01,4632001,Comércio atacadista de cereais e leguminosas beneficiados,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4632-0/02,4632002,"Comércio atacadista de farinhas, amidos e féculas",46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4632-0/03,4632003,"Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas, com atividade de fracionamento e acondicionamento associada",46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4633-8/01,4633801,"Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos",46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4633-8/02,4633802,Comércio atacadista de aves vivas e ovos,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4633-8/03,4633803,Comércio atacadista de coelhos e outros pequenos animais vivos para alimentação,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4634-6/01,4634601,Comércio atacadista de carnes bovinas e suínas e derivados,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4634-6/02,4634602,Comércio atacadista de aves abatidas e derivados,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4634-6/03,4634603,Comércio atacadista de pescados e frutos do mar,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4634-6/99,4634699,Comércio atacadista de carnes e derivados de outros animais,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4635-4/01,4635401,Comércio atacadista de água mineral,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4635-4/02,4635402,"Comércio atacadista de cerveja, chope e refrigerante",46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4635-4/03,4635403,Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4635-4/99,4635499,Comércio atacadista de bebidas não especificadas anteriormente,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4636-2/01,4636201,Comércio atacadista de fumo beneficiado,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4636-2/02,4636202,"Comércio atacadista de cigarros, cigarrilhas e charutos",46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4637-1/01,4637101,"Comércio atacadista de café torrado, moído e solúvel",46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4637-1/02,4637102,Comércio atacadista de açúcar,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4637-1/03,4637103,Comércio atacadista de óleos e gorduras,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4637-1/04,4637104,"Comércio atacadista de pães, bolos, biscoitos e similares",46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4637-1/05,4637105,Comércio atacadista de massas alimentícias,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4637-1/06,4637106,Comércio atacadista de sorvetes,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4637-1/07,4637107,"Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes",46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4637-1/99,4637199,Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4639-7/01,4639701,Comércio atacadista de produtos alimentícios em geral,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4639-7/02,4639702,"Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada",46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4641-9/01,4641901,Comércio atacadista de tecidos,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4641-9/02,4641902,"Comércio atacadista de artigos de cama, mesa e banho",46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4641-9/03,4641903,Comércio atacadista de artigos de armarinho,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4642-7/01,4642701,"Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança",46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4642-7/02,4642702,Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4643-5/01,4643501,Comércio atacadista de calçados,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4643-5/02,4643502,"Comércio atacadista de bolsas, malas e artigos de viagem",46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4644-3/01,4644301,Comércio atacadista de medicamentos e drogas de uso humano,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4644-3/02,4644302,Comércio atacadista de medicamentos e drogas de uso veterinário,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4645-1/01,4645101,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios",46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4645-1/02,4645102,Comércio atacadista de próteses e artigos de ortopedia,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4645-1/03,4645103,Comércio atacadista de produtos odontológicos,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4646-0/01,4646001,Comércio atacadista de cosméticos e produtos de perfumaria,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4646-0/02,4646002,Comércio atacadista de produtos de higiene pessoal,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4647-8/01,4647801,Comércio atacadista de artigos de escritório e de papelaria,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4647-8/02,4647802,"Comércio atacadista de livros, jornais e outras publicações",46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4649-4/01,4649401,Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4649-4/02,4649402,Comércio atacadista de aparelhos eletrônicos de uso pessoal e doméstico,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4649-4/03,4649403,"Comércio atacadista de bicicletas, triciclos e outros veículos recreativos",46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4649-4/04,4649404,Comércio atacadista de móveis e artigos de colchoaria,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4649-4/05,4649405,Comércio atacadista de artigos de tapeçaria; persianas e cortinas,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4649-4/06,4649406,"Comércio atacadista de lustres, luminárias e abajures",46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4649-4/07,4649407,"Comércio atacadista de filmes, CDs, DVDs, fitas e discos",46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4649-4/08,4649408,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar",46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4649-4/09,4649409,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar, com atividade de fracionamento e acondicionamento associada",46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4649-4/10,4649410,"Comércio atacadista de jóias, relógios e bijuterias, inclusive pedras preciosas e semipreciosas lapidadas",46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4649-4/99,4649499,Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4651-6/01,4651601,Comércio atacadista de equipamentos de informática,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4651-6/02,4651602,Comércio atacadista de suprimentos para informática,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4652-4/00,4652400,Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4661-3/00,4661300,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças",46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4662-1/00,4662100,"Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças",46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4663-0/00,4663000,Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4664-8/00,4664800,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças",46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4665-6/00,4665600,Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4669-9/01,4669901,Comércio atacadista de bombas e compressores; partes e peças,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4669-9/99,4669999,Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4671-1/00,4671100,Comércio atacadista de madeira e produtos derivados,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4672-9/00,4672900,Comércio atacadista de ferragens e ferramentas,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4673-7/00,4673700,Comércio atacadista de material elétrico,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4674-5/00,4674500,Comércio atacadista de cimento,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4679-6/01,4679601,"Comércio atacadista de tintas, vernizes e similares",46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4679-6/02,4679602,Comércio atacadista de mármores e granitos,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4679-6/03,4679603,"Comércio atacadista de vidros, espelhos e vitrais",46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4679-6/04,4679604,Comércio atacadista especializado de materiais de construção não especificados anteriormente,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4679-6/99,4679699,Comércio atacadista de materiais de construção em geral,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4681-8/01,4681801,"Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador retalhista (TRR)",46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4681-8/02,4681802,Comércio atacadista de combustíveis realizado por transportador retalhista (TRR),46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4681-8/03,4681803,"Comércio atacadista de combustíveis de origem vegetal, exceto álcool carburante",46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4681-8/04,4681804,Comércio atacadista de combustíveis de origem mineral em bruto,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4681-8/05,4681805,Comércio atacadista de lubrificantes,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4682-6/00,4682600,Comércio atacadista de gás liquefeito de petróleo (GLP),46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4683-4/00,4683400,"Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo",46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4684-2/01,4684201,Comércio atacadista de resinas e elastômeros,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4684-2/02,4684202,Comércio atacadista de solventes,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4684-2/99,4684299,Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4685-1/00,4685100,"Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção",46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4686-9/01,4686901,Comércio atacadista de papel e papelão em bruto,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4686-9/02,4686902,Comércio atacadista de embalagens,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4687-7/01,4687701,Comércio atacadista de resíduos de papel e papelão,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4687-7/02,4687702,"Comércio atacadista de resíduos e sucatas não metálicos, exceto de papel e papelão",46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4687-7/03,4687703,Comércio atacadista de resíduos e sucatas metálicos,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4689-3/01,4689301,"Comércio atacadista de produtos da extração mineral, exceto combustíveis",46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4689-3/02,4689302,Comércio atacadista de fios e fibras beneficiados,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4689-3/99,4689399,Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente,46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4691-5/00,4691500,"Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios",46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4692-3/00,4692300,"Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários",46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4693-1/00,4693100,"Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários",46,OPTANTE,I,NAO,Comércio — Anexo I,regra
4711-3/01,4711301,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados",47,OPTANTE,I,NAO,Curadoria tabela 2026,curadoria
4711-3/02,4711302,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados",47,OPTANTE,I,NAO,Curadoria tabela 2026,curadoria
4712-1/00,4712100,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4713-0/02,4713002,"Lojas de variedades, exceto lojas de departamentos ou magazines",47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4713-0/04,4713004,"Lojas de departamentos ou magazines, exceto lojas francas (Duty free)",47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4713-0/05,4713005,"Lojas francas (Duty Free) de aeroportos, portos e em fronteiras terrestres",47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4721-1/02,4721102,Padaria e confeitaria com predominância de revenda,47,OPTANTE,I,NAO,Curadoria tabela 2026,curadoria
4721-1/03,4721103,Comércio varejista de laticínios e frios,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4721-1/04,4721104,"Comércio varejista de doces, balas, bombons e semelhantes",47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4722-9/01,4722901,Comércio varejista de carnes - açougues,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4722-9/02,4722902,Peixaria,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4723-7/00,4723700,Comércio varejista de bebidas,47,OPTANTE,I,NAO,Curadoria tabela 2026,curadoria
4724-5/00,4724500,Comércio varejista de hortifrutigranjeiros,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4729-6/01,4729601,Tabacaria,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4729-6/02,4729602,Comércio varejista de mercadorias em lojas de conveniência,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4729-6/99,4729699,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4731-8/00,4731800,Comércio varejista de combustíveis para veículos automotores,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4732-6/00,4732600,Comércio varejista de lubrificantes,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4741-5/00,4741500,Comércio varejista de tintas e materiais para pintura,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4742-3/00,4742300,Comércio varejista de material elétrico,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4743-1/00,4743100,Comércio varejista de vidros,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4744-0/01,4744001,Comércio varejista de ferragens e ferramentas,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4744-0/02,4744002,Comércio varejista de madeira e artefatos,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4744-0/03,4744003,Comércio varejista de materiais hidráulicos,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4744-0/04,4744004,"Comércio varejista de cal, areia, pedra britada, tijolos e telhas",47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4744-0/05,4744005,Comércio varejista de materiais de construção não especificados anteriormente,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4744-0/06,4744006,Comércio varejista de pedras para revestimento,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4744-0/99,4744099,Comércio varejista de materiais de construção em geral,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4751-2/01,4751201,Comércio varejista especializado de equipamentos e suprimentos de informática,47,OPTANTE,I,NAO,Curadoria tabela 2026,curadoria
4751-2/02,4751202,Recarga de cartuchos para equipamentos de informática,47,OPTANTE,III,NAO,Curadoria tabela 2026,curadoria
4752-1/00,4752100,Comércio varejista especializado de equipamentos de telefonia e comunicação,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4753-9/00,4753900,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4754-7/01,4754701,Comércio varejista de móveis,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4754-7/02,4754702,Comércio varejista de artigos de colchoaria,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4754-7/03,4754703,Comércio varejista de artigos de iluminação,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4755-5/01,4755501,Comércio varejista de tecidos,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4755-5/02,4755502,Comercio varejista de artigos de armarinho,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4755-5/03,4755503,"Comercio varejista de artigos de cama, mesa e banho",47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4756-3/00,4756300,Comércio varejista especializado de instrumentos musicais e acessórios,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4757-1/00,4757100,"Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação",47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4759-8/01,4759801,"Comércio varejista de artigos de tapeçaria, cortinas e persianas",47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4759-8/99,4759899,Comércio varejista de outros artigos de uso doméstico não especificados anteriormente,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4761-0/01,4761001,Comércio varejista de livros,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4761-0/02,4761002,Comércio varejista de jornais e revistas,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4761-0/03,4761003,Comércio varejista de artigos de papelaria,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4762-8/00,4762800,"Comércio varejista de discos, CDs, DVDs e fitas",47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4763-6/01,4763601,Comércio varejista de brinquedos e artigos recreativos,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4763-6/02,4763602,Comércio varejista de artigos esportivos,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4763-6/03,4763603,Comércio varejista de bicicletas e triciclos; peças e acessórios,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4763-6/04,4763604,"Comércio varejista de artigos de caça, pesca e camping",47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4763-6/05,4763605,Comércio varejista de embarcações e outros veículos recreativos; peças e acessórios,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4771-7/01,4771701,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas",47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4771-7/02,4771702,"Comércio varejista de produtos farmacêuticos, com manipulação de fórmulas",47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4771-7/03,4771703,Comércio varejista de produtos farmacêuticos homeopáticos,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4771-7/04,4771704,Comércio varejista de medicamentos veterinários,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4772-5/00,4772500,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4773-3/00,4773300,Comércio varejista de artigos médicos e ortopédicos,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4774-1/00,4774100,Comércio varejista de artigos de óptica,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4781-4/00,4781400,Comércio varejista de artigos do vestuário e acessórios,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4782-2/01,4782201,Comércio varejista de calçados,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4782-2/02,4782202,Comércio varejista de artigos de viagem,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4783-1/01,4783101,Comércio varejista de artigos de joalheria,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4783-1/02,4783102,Comércio varejista de artigos de relojoaria,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4784-9/00,4784900,Comércio varejista de gás liqüefeito de petróleo (GLP),47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4785-7/01,4785701,Comércio varejista de antiguidades,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4785-7/99,4785799,Comércio varejista de outros artigos usados,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4789-0/01,4789001,"Comércio varejista de suvenires, bijuterias e artesanatos",47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4789-0/02,4789002,Comércio varejista de plantas e flores naturais,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4789-0/03,4789003,Comércio varejista de objetos de arte,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4789-0/04,4789004,Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4789-0/05,4789005,Comércio varejista de produtos saneantes domissanitários,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4789-0/06,4789006,Comércio varejista de fogos de artifício e artigos pirotécnicos,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4789-0/07,4789007,Comércio varejista de equipamentos para escritório,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4789-0/08,4789008,Comércio varejista de artigos fotográficos e para filmagem,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4789-0/09,4789009,Comércio varejista de armas e munições,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4789-0/99,4789099,Comércio varejista de outros produtos não especificados anteriormente,47,OPTANTE,I,NAO,Comércio — Anexo I,regra
4911-6/00,4911600,Transporte ferroviário de carga,49,OPTANTE,III,NAO,Transporte municipal/cargas/logística — Anexo III,regra
4912-4/01,4912401,Transporte ferroviário de passageiros intermunicipal e interestadual,49,VEDADO,,NAO,Transporte intermunicipal/interestadual/internacional de passageiros — vedado,regra
4912-4/02,4912402,Transporte ferroviário de passageiros municipal e em região metropolitana,49,OPTANTE,III,NAO,Transporte municipal/cargas/logística — Anexo III,regra
4912-4/03,4912403,Transporte metroviário,49,OPTANTE,III,NAO,Transporte municipal/cargas/logística — Anexo III,regra
4921-3/01,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",49,OPTANTE,III,NAO,Transporte municipal/cargas/logística — Anexo III,regra
4921-3/02,4921302,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",49,VEDADO,,NAO,Transporte intermunicipal/interestadual/internacional de passageiros — vedado,regra
4922-1/01,4922101,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana",49,VEDADO,,NAO,Transporte intermunicipal/interestadual/internacional de passageiros — vedado,regra
4922-1/02,4922102,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, interestadual",49,VEDADO,,NAO,Transporte intermunicipal/interestadual/internacional de passageiros — vedado,regra
4922-1/03,4922103,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, internacional",49,VEDADO,,NAO,Transporte intermunicipal/interestadual/internacional de passageiros — vedado,regra
4923-0/01,4923001,Serviço de táxi,49,OPTANTE,III,NAO,Transporte municipal/cargas/logística — Anexo III,regra
4923-0/02,4923002,Serviço de transporte de passageiros - locação de automóveis com motorista,49,OPTANTE,III,NAO,Transporte municipal/cargas/logística — Anexo III,regra
4924-8/00,4924800,Transporte escolar,49,OPTANTE,III,NAO,Transporte municipal/cargas/logística — Anexo III,regra
4929-9/01,4929901,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal",49,OPTANTE,III,NAO,Transporte municipal/cargas/logística — Anexo III,regra
